name	description	organism	scientificName	sourceName	taxId	orderKey
triMan1	Oct. 2011 (Broad v1.0/triMan1)	Manatee	Trichechus manatus latirostris	Broad Institute of MIT and Harvard TriManLat1.0 (GCA_000243295.1)	127582	13075
calJac4	May 2020 (Callithrix_jacchus_cj1700_1.1/calJac4)	Marmoset	Callithrix jacchus	McDonnell Genome Institute at Washington University	9483	13083
calJac3	March 2009 (WUGSC 3.2/calJac3)	Marmoset	Callithrix jacchus	WUSTL 3.2 (GCA_000004665.1)	9483	13084
calJac1	June 2007 (WUGSC 2.0.2/calJac1)	Marmoset	Callithrix jacchus	WUSTL 2.0.2	9483	13085
oryLat2	Oct. 2005 (NIG/UT MEDAKA1/oryLat2)	Medaka	Oryzias latipes	NIG and Tokyo Univ MEDAKA1 (NCBI project 16702, BAAF04000000)	8090	13359
geoFor1	Apr. 2012 (GeoFor_1.0/geoFor1)	Medium ground finch	Geospiza fortis	Beijing Genomics Institute	48883	13365
pteVam1	Jul. 2008 (Broad/pteVam1)	Megabat	Pteropus vampyrus	Broad Institute pteVam1 (NCBI project 20325, ABRP01000000)	132908	13370
balAcu1	Oct. 2013 (BalAcu1.0/balAcu1)	Minke whale	Balaenoptera acutorostrata scammoni	Korea Ocean Research & Development Institute	310752	13475
mpxvRivers	MPXV-M5312_HM12_Rivers (MT903340.1/GCF_014621545.1)	Monkeypox virus	Monkeypox virus	Monkeypox virus	10244	22325
mm39	Jun. 2020 (GRCm39/mm39)	Mouse	Mus musculus	Genome Reference Consortium Mouse Build 39 (GCA_000001635.9)	10090	269
mm10	Dec. 2011 (GRCm38/mm10)	Mouse	Mus musculus	Genome Reference Consortium Mouse Build 38 (GCA_000001635.2)	10090	270
mm9	July 2007 (NCBI37/mm9)	Mouse	Mus musculus	NCBI Build 37	10090	287
mm8	Feb. 2006 (NCBI36/mm8)	Mouse	Mus musculus	NCBI Build 36	10090	288
mm7	Aug. 2005 (NCBI35/mm7)	Mouse	Mus musculus	NCBI Build 35	10090	289
micMur2	May 2015 (Mouse lemur/micMur2)	Mouse lemur	Microcebus murinus	Broad Institute and Baylor College of Medicine Mmur_2.0	30608	13679
micMur1	Jul. 2007 (Broad/micMur1)	Mouse lemur	Microcebus murinus	Broad Institute micMur1 (NCBI project 19967, ABDC00000000)	30608	13680
hetGla2	Jan. 2012 (Broad HetGla_female_1.0/hetGla2)	Naked mole-rat	Heterocephalus glaber	Broad Institute HetGla_female_1.0 (NCBI project 72441, GCA_000247695.1, WGS AHKG01)	10181	14014
hetGla1	Jul. 2011 (BGI HetGla_1.0/hetGla1)	Naked mole-rat	Heterocephalus glaber	HetGla_1.0 (NCBI project 68323, accession GCA_000230445.1	10181	14015
oreNil2	Jan. 2011 (Broad oreNil1.1/oreNil2)	Nile tilapia	Oreochromis niloticus	Broad Institute of MIT and Harvard Orenil1.1 (GCA_000188235.2)	8128	14419
monDom5	Oct. 2006 (Broad/monDom5)	Opossum	Monodelphis domestica	Broad Institute monDom5 (NCBI project 12561, accession AAFR03000000)	13616	15622
monDom4	Jan. 2006 (Broad/monDom4)	Opossum	Monodelphis domestica	Broad Inst. monDom4 Jan06	13616	15623
monDom1	Oct. 2004 (Broad prelim/monDom1)	Opossum	Monodelphis domestica	Broad Inst. Prelim Oct04	13616	15625
ponAbe3	Jan. 2018 (Susie_PABv2/ponAbe3)	Orangutan	Pongo pygmaeus abelii	University of Washington	9601	15764
ponAbe2	July 2007 (WUGSC 2.0.2/ponAbe2)	Orangutan	Pongo pygmaeus abelii	WUSTL 3.0	9601	15765
priPac1	Feb. 2007 (WUGSC 5.0/priPac1)	P. pacificus	Pristionchus pacificus	Washington University School of Medicine GSC Pristionchus pacificus 5.0	54126	16015
chrPic1	Dec. 2011 (v3.0.1/chrPic1)	Painted turtle	Chrysemys picta bellii	International Painted Turtle Genome Sequencing Consortium (GCA_000241765.1)	8478	16065
ailMel1	Dec. 2009 (BGI-Shenzhen 1.0/ailMel1)	Panda	Ailuropoda melanoleuca	BGI-Shenzhen AilMel 1.0 Dec. 2009	9646	16070
susScr11	Feb. 2017 (Sscrofa11.1/susScr11)	Pig	Sus scrofa	The Swine Genome Sequencing Consortium (SGSC)	9823	16312
